name,CONML,gvkey_n,sdc_cusip
AAC Holdings Inc,AAC Holdings Inc,178698,000307
ABC-NACO Inc,ABC-Naco Inc,29395,000748
ACCO Brands Corp,ACCO Brands Corp,164506,00081T
ACNB Corp,ACNB Corp,17173,000868
ACT Teleconferencing Inc,ACT Teleconferencing Inc,62649,000955
ABM Industries Inc,ABM Industries Inc,1410,000957
ACT Manufacturing Inc,ACT Manufacturing Inc.,31661,000973
ACG Holdings Inc,ACG Holdings Inc.,128718,00098T
Aflac Inc,AFLAC Inc,1449,001055
Amb Property Corp,AMB Property Corp,65576,00163T
AMAG Pharmaceuticals Inc,AMAG Pharmaceuticals Inc,12250,00163U
AMC Networks Inc,AMC Networks Inc,187406,00164V
AMC Entertainment Holdings Inc,AMC Entertainment Holdings Inc,177637,00165C
AMCI Acquisition Corp,AMCI Acquisition Corp,34346,00165R
AMN Healthcare Services Inc,AMN Healthcare Services Inc.,144520,001744
ANC Rental Corp,ANC Rental Corp,137064,001813
ARI Network Services Inc,ARI Network Services Inc,24670,001930
AT&T Corp,AT&T Inc,9899,001957
AT&T Inc,AT&T Inc,9899,00206R
ATP Oil & Gas Corp,ATP Oil & Gas Corp,141982,00208J
AT&T Wireless Services Inc,AT&T Wireless Services Inc,134845,00209A
A10 Networks Inc,A10 Networks Inc,19849,002121
AXA Financial Inc,AXA Financial Inc,25573,002451
Abaxis Inc,ABAXIS Inc,24888,002567
Abakan Inc,Abakan Inc,178152,00258J
AbbVie Inc,AbbVie Inc,16101,00287Y
Asia SuperNet Corp,Asia Supernet Corp,1332,00315R
ABIOMED Inc,ABIOMED Inc,13619,003654
Abraxis BioScience Inc,Abraxis BioScience Inc,178855,00383E
Acacia Research Corp,Acacia Research Corp,61004,003881
Acadia Pharmaceuticals,Acadia Pharmaceuticals Inc,141846,004225
Acamar Partners Acquisition,Acamar Partners Acquisition Corp,34615,004285
Access National Corp,Access National Corp,160891,004337
Chubb Ltd,Chubb Ltd,28034,004408
Aclaris Therapeutics Inc,Aclaris Therapeutics Inc,25904,00461U
ACME Communications Inc,ACME Communications Inc,124374,004631
Acme Metals Inc,Acme Metals Inc,12569,004724
Acme United Corp,Acme United Corp,1104,004816
Acterna Corp,Acterna Corp,4132,00503U
ActiveCare Inc,ActiveCare Inc,184227,005057
Acuity Brands Inc,Acuity Brands Inc.,146017,00508Y
Adams Outdoor Advertising LP,Adams Outdoor Advertising  LP,64771,00634V
AdaptHealth Corp,AdaptHealth Corp,35852,00653Q
Addus HomeCare Corp,Addus HomeCare Corp,183283,006739
Adelphia Business Solutions,Adelphia Business Solutions,106881,006847
Adelphia Communications Corp,Adelphia Communications Corp,12484,006848
Adept Technology Inc,Adept Technology Inc,61726,006854
Adesto Technologies Corp,Adesto Technologies Corp,26187,00687D
Adobe Inc,Adobe Inc,12540,00724F
Advanced Tissue Sciences Inc,Advanced Tissue Sciences Inc,14836,00755F
Advant-e Corp,Advant-E Corp,61273,00761J
AeroCentury Corp,AeroCentury Corp,66301,007737
Adverum Biotechnologies Inc,Adverum Biotechnologies Inc,21020,00773U
Advanced Drainage Systems Inc,Advanced Drainage Systems Inc,20126,00790R
Advanced Energy Industries Inc,Advanced Energy Industries Inc.,61562,007973
AeroVironment Inc,AeroVironment Inc,176362,008073
Aetna Inc,Aetna Inc.,1177,00817Y
Affiliated Managers Group Inc,Affiliated Managers Group Inc.,65886,008252
Agilent Technologies Inc,Agilent Technologies Inc,126554,00846U
Agree Realty Corp,Agree Realty Corp,30067,008492
Agribiotech Inc,Agribiotech Inc,29387,008494
AgroFresh Solutions Inc,AgroFresh Solutions Inc,19525,00856G
Agway Inc,Agway Inc,1193,008662
Affinity Technology Group LLC,Affinity Technology Group Inc,62702,00901R
Air Industries Group Inc,Air Industries Group Inc,166087,00912N
Air T Inc,Air T Inc,1210,009207
Airbee Wireless Inc,Airbee Wireless Inc,157233,009253
Airborne Inc,Airborne Inc.,1213,009269
Airgain Inc,Airgain Inc,27703,00938A
Akamai Technologies Inc,Akamai Technologies Inc,125595,00971T
Akebia Therapeutics Inc,Akebia Therapeutics Inc,19859,00972D
Akerna Corp,Akerna Corp,35354,00973W
Advanced Disposal Services Inc,Advanced Disposal Services Inc,16648,01045X
Alamo Group Inc,Alamo Group Inc.,27960,011311
Alamogordo Financial Corp,Alamogordo Financial Corp,135684,011448
Alanco Technologies Inc,Alanco Technologies Inc,1228,011612
Albany Molecular Research Inc,Albany Molecular Research Inc,118081,012423
Albemarle Corp,Albemarle Corp,29751,012653
Alberto-Culver Co,Alberto-Culver Co,1239,013068
Alcoa Inc,Alcoa Inc,1356,013817
Alderwoods Group Inc,Alderwoods Group Inc,15173,014383
Aldeyra Therapeutics Inc,Aldeyra Therapeutics Inc,20018,01438T
Alerus Financial Corp,Alerus Financial Corp,18434,01446U
Matson Inc,Matson Inc,1254,014481
Alexander & Baldwin Inc,Alexander & Baldwin Inc,11756,014482
Alexander & Baldwin Inc,Alexander & Baldwin Inc,11756,014491
Alere Inc,Alere Inc,146156,01449J
Alexion Pharmaceuticals Inc,Alexion Pharmaceuticals Inc,62263,015351
Alfa Corp,Alfa Corp,16629,015385
All Star Gas Corp,All Star Gas Corp,12061,016635
Allbritton Communications Co,Allbritton Communications Co,114612,016745
Alleghany Corp,Alleghany Corp,1274,017175
Allegheny Technologies Inc,Allegheny Technologies Inc,10405,01741R
Allegheny Valley Bancorp Inc,Allegheny Valley Bancorp Inc.,28267,017427
Allegiance Telecom Inc,Allegiance Telecom Inc,112179,01747T
Affinity Gaming LLC,Affinity Gaming LLC,147571,01778W
Allergan Inc,Allergan Inc.,15708,018490
ALLETE Inc,ALLETE Inc.,7437,018522
Alliance Data Systems Corp,Alliance Data Systems Corp,143974,018581
Alliance MMA Inc,Alliance MMA Inc,27868,018626
Alliance Resource Partners LP,Alliance Resource Partners LP,122915,01877R
Alliant Energy Corp,Alliant Energy Corp,11554,018802
Allied Capital Corp,Allied Capital Corp,116004,019033
Allied Capital Corp,Allied Capital Corp,116004,01903Q
Allied Motion Technologies Inc,Allied Motion Technologies Inc,5520,019330
Allied Products Corp,Allied Products,1297,019411
Allied Waste Industries Inc,Allied Waste Industries Inc.,22140,019589
Allis-Chalmers Energy Inc,Allis-Chalmers Energy Inc,1308,019645
Alltel Corp,ALLTEL Corp,1318,020039
Ally Financial Inc,Ally Financial Inc,5072,02005N
Almost Family Inc,Almost Family Inc,13800,020409
Alpha Innotech Corp,Alpha Innotech Corp,165281,02075T
Alpha Natural Resources Inc,Alpha Natural Resources Inc,162448,02076X
Alpharma Inc,Alpharma Inc.,1034,020813
Alphatec Holdings Inc,Alphatec Holdings Inc,166555,02081G
Alpine Group Inc,Alpine Group Inc,1331,020825
Alpine Income Property Trust,Alpine Income Property Trust Inc,35793,02083X
Alsius Corp,Alsius Corp,174391,021211
Altair Engineering Inc,Altair Engineering Inc,32530,02137H
Altimmune Inc,Altimmune Inc,31249,02155H
Alteryx Inc,Alteryx Inc,30655,02156B
Altice USA Inc,Altice usa inc,12485,02156K
Aly Energy Services Inc,Aly Energy Services Inc,17962,02260R
Ambassador Food Services,Ambassador Food Services Corp,1895,022909
Amazon.com Inc,Amazon.com Inc,64768,023135
Ambassadors International Inc,Ambassadors International Inc,61121,023178
Amcast Industrial Corp,Amcast Industrial Corp,1372,023395
Amdocs Ltd,Amdocs Ltd,111880,02342T
Amedisys Inc,Amedisys Inc,30612,023436
Amen Properties Inc,AMEN Properties Inc,65464,023477
Ameri Holdings Inc,Ameri Holdings Inc,24199,02362F
American Aircarriers Support,American Aircarriers Support Inc,110759,023758
AMCORE Financial Inc,Amcore Financial Inc,16643,023912
American Bancorp Inc,American Bancorp/OH,17348,02395J
American Assets Trust Inc,American Assets Trust Inc,185549,024013
American Capital Ltd,American Capital Ltd,65345,02503Y
MTGE Investment Corp,MTGE Investment Corp,186874,02504A
American Coin Merchandising,American Coin Merchandising Inc,61421,02516B
American Commercial Lines,American Commercial Lines Inc,162897,02519H
American Eagle Energy Corp,American Eagle Energy Corp,160874,02554F
American Electric Technologies,American Electric Technologies Inc,177446,025576
American Express Co,American Express Co,1447,025816
American Financial Group Inc,American Financial Group Inc,8431,025932
American Greetings Corp,American Greetings Corp.,1468,026375
American International Group,American International Group Inc,1487,026874
American Lithium Minerals Inc,American Lithium Minerals Inc,176137,027263
American Midstream Partners LP,American Midstream Partners LP -Old,186845,02752P
American National Bankshares,American National Bankshares Inc,17367,027745
American Oil & Gas Inc,American Oil & Gas Inc,140757,028723
American Outdoor Brands Inc,American Outdoor Brands Inc,36826,02875D
American Pad & Paper Co,American Pad & Paper Co,63192,028816
American Physicians Capital,American Physicians Capital Inc,141497,028884
American Plumbing & Mechanical,American Plumbing & Mechanical Inc.,145981,02903A
American Skiing Co,American Skiing Co,65776,029654
American Software Inc,American Software Inc,1562,029683
American Spectrum Realty Inc,American Spectrum Realty Inc,146119,02970Q
American Tissue Corp,American Tissue Inc,145980,03016Z
American Tower Corp,American Tower Corp,105365,03027X
American Vanguard Corp,American Vanguard Corp,1585,030371
American Water Works Co Inc,American Water Works Co Inc,179437,030411
American Water Works Co Inc,American Water Works Co Inc,179437,030420
American Woodmark Corp,American Woodmark Corp,12379,030506
Americold Realty Trust,Americold Realty Trust,32980,03064D
AmeriPath Inc,AmeriPath Inc,65669,03071D
Amerisourcebergen Corp,AmerisourceBergen Corp,31673,03073E
Ameriprise Financial Inc,Ameriprise Financial Inc,164708,03076C
Ameris Bancorp,Ameris Bancorp,30222,03076K
Amerisafe Inc,AMERISAFE Inc,164572,03084R
Ames National Corp,Ames National Corp,31718,031001
AMETEK Inc,AMETEK Inc,1598,031100
AMF Bowling Inc,AMF Bowling Inc,65711,03113V
Amgen Inc,Amgen Inc,1602,031162
Amneal Pharmaceuticals LLC,Amneal Pharmaceuticals Inc,18888,03163A
Amkor Technology Inc,Amkor Technology Inc,110039,031652
AMRESCO Inc,Amresco Inc,6736,031909
Ampal-American Israel Corp,Ampal-American Israel Corp,1611,032015
Ampco-Pittsburgh Corp,Ampco-Pittsburgh Corp,1613,032037
Amphenol Corp,Amphenol Corp,14282,032095
Ampio Pharmaceuticals Inc,Ampio Pharmaceuticals Inc,184465,03209T
Amplify Energy Corp,Amplify Energy Corp,194755,032113
AmTrust Financial Services Inc,AmTrust Financial Services Inc,166005,032359
Amyris Inc,Amyris Inc,184717,03236M
Anacomp Inc,Anacomp Inc,1627,03237E
Anadarko Petroleum Corp,Anadarko Petroleum Corp,11923,032511
Analogic Corp,Analogic Corp,1633,032657
Analysts International Corp,Analysts International Corp,1634,032681
Ancestry.com Inc,Ancestry.com Inc,183352,032803
Andrea Electronics Corp,Andrea Electronics Corp,1650,034393
ANDA Networks Inc,Anda Networks Inc,141463,03455L
AngioDynamics Inc,AngioDynamics Inc,264387,03475V
Anika Therapeutics Inc,Anika Therapeutics Inc,28209,035255
Anixter International Inc,Anixter International Inc,6196,035290
Annaly Capital Management Inc,Annaly Capital Management Inc,65556,035710
ANSYS Inc,ANSYS Inc,63080,03662Q
Anteon Corp,Anteon Corp,145872,03677A
Apache Corp,Apache Corp,1678,037411
Apogee Enterprises Inc,Apogee Enterprises Inc,1686,037598
Apollo Global Management LLC,Apollo Global Management Inc,184254,037612
Apollo Medical Holdings Inc,Apollo Medical Holdings Inc,119617,03763A
Apollo Global Management Inc,Apollo Global Management Inc,184254,03768E
Apple Inc,Apple Inc,1690,037833
AppFolio Inc,AppFolio Inc,24071,03783C
Apple Hospitality REIT Inc,Apple Hospitality REIT Inc,23977,03784Y
Apria Healthcare Group Inc,Apria Healthcare Group Inc,23988,037933
Appleton Papers Inc,Appleton Papers Inc.,147565,038101
Applied Materials Inc,Applied Materials Inc.,1704,038222
Apricus Biosciences Inc,Apricus Biosciences Inc,62110,03832V
AptarGroup Inc,AptarGroup Inc.,28176,038336
Approach Resources Inc,Approach Resources Inc,178798,03834A
Apptio Inc,Apptio Inc,27909,03835C
aQuantive Inc,aQuantive Inc,132361,03839G
ARAMARK Corp,Aramark Corp,144519,038521
Aramark,Aramark Corp,144519,03852U
Arbitron Co,Arbitron Inc,142748,03880J
Arcadia Resources Inc,Arcadia Resources Inc,148234,039209
Arch Chemicals Inc,Arch Chemicals Inc.,117862,03937R
Arch Coal Inc,Arch Coal Inc,14793,039380
Archer Daniels Midland Co,Archer-Daniels-Midland Co,1722,039483
Archibald Candy Corp,Archibald Candy Corp,128518,03953C
Archrock Inc,Archrock Inc,65009,03957W
Arcosa Inc,Arcosa Inc,328795,039653
Arconic Inc,Arconic Corp,35978,03965L
Ares Management Corp,Ares Management Corp,20412,03990B
Argan Inc,Argan Inc,8832,04010E
Ares Capital Corp,Ares Capital Corp,161966,04010L
Ares Management LP,Ares Management Corp,20412,04014Y
Argonaut Technologies Inc,Argonaut Technologies Inc,137801,040175
Argosy Gaming Co,Argosy Gaming Co,27842,040228
ArcBest Corp,ArcBest Corp,1743,040790
Armada Hoffler Properties Inc,Armada Hoffler Properties Inc,17626,04208T
ARMOUR Residential REIT Inc,Armour Residential REIT Inc,183822,042315
Armstrong Holdings Inc,Armstrong Holdings Inc,1762,042384
Armstrong World Industries Inc,Armstrong World Industries Inc,175689,04247X
Arrow Electronics Inc,Arrow Electronics Inc,1773,042735
As Seen On TV Inc,As Seen On TV Inc-Old,184991,04338Y
Asante Technologies Inc,Asante Technologies Inc,29366,043412
Ascendia Brands Inc,Ascendia Brands Inc,116924,043509
Ascend Acquisition Corp,Ascend Acquisition Corp,170834,04350H
Ascena Retail Group Inc,Ascena Retail Group Inc,4072,04351G
Ascent Energy Inc,Ascent Energy Inc,144927,04360C
"Ascent Capital Group, Inc",Ascent Capital Group Inc,180821,043632
Ashford Hospitality Trust Inc,Ashford Hospitality Trust Inc,155754,044103
Ashford Inc,Ashford Inc,22119,044104
Vie Financial Group Inc,VIE Financial Group Inc,62739,045084
Ask Jeeves Inc,Ask Jeeves Inc,121834,045174
Aspen Exploration Corp,Aspen Exploration Corp,1797,045295
Aspen Group Inc,Aspen Group Inc,170920,04530L
Aspen Technology Inc,Aspen Technology Inc,30870,045327
Aspeon Inc,Aspeon Inc,63890,045354
Associated Banc-Corp,Associated Banc-Corp,11842,045487
At Home Corp,At Home Corp,65068,045919
Associates First Capital Corp,Associates First Capital Corp,1831,046008
Assure Energy Inc,Assure Energy Inc,145721,04621U
Assurant Inc,Assurant Inc.,157057,04621X
Astec Industries Inc,Astec Industries Inc.,12262,046224
Assure Holdings Corp,Assure Holdings Corp,31653,04625J
Astronics Corp,Astronics Corp,1823,046433
Astropower Inc,AstroPower Inc.,66450,04644A
Asure Software Inc,Asure Software Inc,25138,04649U
athenahealth Inc,athenahealth Inc,177930,04685W
AEI,AEI,183776,04703P
AtheroGenics Inc,AtheroGenics Inc,138641,047439
Atlantic Acquisition Corp,Atlantic Acquisition Corp,32042,048206
Atlantic Richfield Co,Atlantic Richfield Co,1848,048825
Atlantis Plastics Inc,Atlantis Plastics Inc.,13680,049156
Atlas Holdings LLC,Atlas Holdings  Inc,33214,04932V
Atlas Pipeline Partners LP,Atlas Pipeline Partners LP-Old,127574,049392
AtriCure Inc,AtriCure Inc,163889,04963C
Atrium Corp,Atrium Co Inc.,137170,04963V
Atrion Inc,ATRION Corp,1234,04989W
Bank of the Northwest,Bank of the Northwest/OR,66177,05024R
Auspex Systems Inc,Auspex Systems Inc,28253,052116
AuthentiDate Holding Corp,Authentidate Holding Corp -Old,25241,052666
Autodesk Inc,Autodesk Inc.,1878,052769
AutoInfo Inc,Autoinfo Inc,12210,052777
Automatic Data Processing Inc,Automatic Data Processing Inc,1891,053015
AutoNation Inc,AutoNation Inc,9063,05329W
Avalara Inc,Avalara Inc,33610,05338G
AvalonBay Communities Inc,AvalonBay Communities Inc.,29875,053484
Avant Immunotherapeutics Inc,Avant Immunotherapeutics Inc-Old,12381,053491
Avaya Inc,Avaya Inc,139662,053499
Avery Dennison Corp,Avery Dennison Corp,1913,053611
Avis Budget Group Inc,Avis Budget Group Inc,3278,053774
Avnet Inc,Avnet Inc,1919,053807
Aviza Technology Inc,Aviza Technology Inc,165666,05381A
Axia Group Inc,Axia Group Inc,13569,05459Q
Axesstel Inc,Axesstel Inc,126775,05459T
Axiall Corp,Axiall Corp,12895,05463D
Aztar Corp,Aztar Corp,20021,054802
Aztec Technology Partners Inc,Aztec Technology Partners Inc.,111479,05480L
B&G Foods Inc,B&G Foods Inc,158743,05508R
BCB Bancorp Inc,BCB Bancorp Inc,147312,055298
BFX Hospitality Group Inc,BFX Hospitality Group,2461,055412
BGC Partners Inc,BGC Partners Inc,127377,05541T
BMC Industries Inc,BMC Industries Inc,1943,055607
BOK Financial Corp,BOK Financial Corp,24447,05561Q
BPZ Resources Inc,BPZ Resources Inc,162909,055639
Brt Apartments Corp,Brt apartments corp,1949,055645
BRE Properties Inc,BRE Properties Inc.,2025,05564E
BTG Inc,BTG Inc,31194,05576J
B. Riley Financial Inc,B. Riley Financial Inc,178073,05580M
BRP Group Inc,Brp Group Inc,26167,05589G
BMC Software Inc,BMC Software Inc,14650,055921
Babcock & Wilcox Enterprises,Babcock & Wilcox Enterprises Inc,23865,05614L
BabyUniverse Inc,BabyUniverse Inc,163892,056332
Badger Meter Inc,Badger Meter Inc.,1968,056525
Baker Hughes Inc,Baker Hughes Inc,1976,057224
Balchem Corp,Balchem Corp,1979,057665
Baldwin Piano & Organ Co,Baldwin Piano & Organ Co,12656,058246
Ball Corp,Ball Corp,1988,058498
Bally Total Fitness Holding,Bally Total Fitness Holding Corp.,13853,05873K
BancFirst Corp,BancFirst Corp,28022,05945F
BancorpSouth Bank,BancorpSouth Bank,14219,059692
Banc of California Inc,Banc of California Inc,149618,05990K
Bank of America Corp,Bank of America Corp,7647,060505
Aurora Diagnostics Inc,Aurora Diagnostics Inc,184796,06189X
Bank of Marin Bancorp,Bank of Marin Bancorp,31764,063425
Bankrate Inc,Bankrate Inc,120458,06646V
BankUnited Inc,BankUnited Inc,185824,06652K
Banner Corp,Banner Corp,61487,06652V
Barnes & Noble Inc,Barnes & Noble Inc,28924,067774
Barr Pharmaceuticals Inc,Barr Pharmaceuticals Inc,13365,068306
Barracuda Networks Inc,Barracuda Networks Inc,18838,068323
Bassett Furniture Industries,Bassett Furniture Industries Inc.,2080,070203
Eddie Bauer Holdings Inc,Eddie Bauer Holdings Inc,164058,071625
Baxano Surgical Inc,Baxano Surgical Inc,178619,071773
Baxter International Inc,Baxter International Inc,2086,071813
BCM Energy Partners Inc,BCM Energy Partners Inc,186973,07331A
Beacon Power LLC,Beacon Power Corp,141198,073677
Beacon Roofing Supply Inc,Beacon Roofing Supply Inc,160598,073685
BearingPoint Inc,BearingPoint Inc.,141983,074002
Beasley Broadcast Group Inc,Beasley Broadcast Group Inc,129823,074014
Bed Bath & Beyond Inc,Bed Bath & Beyond Inc.,25338,075896
Bel Fuse Inc,Bel Fuse Inc.,2124,077347
Belden Inc,Belden Inc,28940,077454
Belden Inc,Belden Inc,28940,077459
Bell Sports Corp,Bell Sports Corp,25154,077903
Bell Industries Inc,Bell Industries Inc.,2138,078107
Bell Microproducts Inc,Bell Microproducts Inc,28435,078137
Bellicum Pharmaceuticals Inc,Bellicum Pharmaceuticals Inc,22258,079481
BellSouth Corp,BellSouth Corp,2146,079860
Belo Corp,Belo Corp.,2150,080555
Benihana Inc,Benihana Inc,2163,082047
Bentley Pharmaceuticals Inc,Bentley Pharmaceuticals Inc.,14285,082657
Bentley Systems Inc,Bentley Systems Inc,148392,08265T
Berkshire Hathaway Inc,Berkshire Hathaway Inc,2176,084670
Berkshire Hills Bancorp Inc,Berkshire Hills Bancorp Inc,137351,084680
Berkshire Income Realty Inc,Berkshire Income Realty Inc,153748,084690
Best Buy Co Inc,Best Buy Co Inc,2184,086516
Bethlehem Corp,Bethlehem Corp,2188,087257
Beyond.com Corp,Beyond.Com Corp,111731,08860E
Big City Radio Inc,Big City Radio Inc.,66077,089098
Big Lots Inc,Big Lots Inc,12123,089302
BioVex Group Inc,BioVex Group Inc,175346,08995N
Bingham Financial Services,Bingham Financial Services Corp,65834,090433
Bioanalytical Systems Inc,Bioanalytical Systems Inc,65905,09058M
Bioject Medical Technologies,Bioject Medical Technologies Inc,14395,09059T
BIO-key International Inc,Bio-Key International Inc,64645,09060C
Biomet Inc,Biomet Inc,2230,090613
BioMarin Pharmaceutical Inc,Biomarin Pharmaceutical Inc,122257,09061G
BioLife Solutions Inc,Biolife Solutions Inc,17199,09062W
BioSante Pharmaceuticals Inc,BioSante Pharmaceuticals Inc-Old,105574,09065V
BioTelemetry Inc,BioTelemetry Inc,179441,090672
Biozone Pharmaceuticals Inc,Biozone Pharmaceuticals Inc -Old,197759,09072E
Bio-Techne Corp,Bio-Techne Corp,15414,09073M
BioHiTech Global Inc,BioHiTech Global Inc,25740,09074B
Bioverativ Inc,Bioverativ Inc,29819,09075E
Bionano Genomics Inc,BioNano Genomics Inc,33749,09075F
Bison Petroleum Corp,Bison Petroleum Corp -Old,170566,091714
Black Box Corp,Black Box Corp,26012,091826
Blackboard Inc,Blackboard Inc,264386,091935
Clarus Corp,Clarus Corp-Old,110962,09202G
Black Knight Inc,Black Knight Inc,180272,09215C
Black Raven Energy Inc,Black Raven Energy Inc,162221,092164
Black Stone Minerals Co LP,Black Stone Minerals LP,23433,09225A
Blackbaud Inc,Blackbaud Inc,260893,09227Q
Blackhawk Bancorp Inc,Blackhawk Bancorp Inc,23060,09237E
Blackhawk Network Holdings Inc,Blackhawk Network Holdings Inc,17550,09238E
Blackline Inc,BlackLine Inc,28420,09239B
BlackRock Inc,Blackrock Inc,124434,09247X
Blackstone Group LP,Blackstone Group Inc,177088,09253U
Blackstone Mortgage Trust Inc,Blackstone Mortgage Trust Inc,20791,09257W
Blackwater Midstream Corp,Blackwater Midstream Corp,165471,09259M
Blackstone Group Inc,Blackstone Group Inc,177088,09260D
Blonder Tongue Laboratories,Blonder Tongue Laboratories Inc.,61712,093698
Blount International Inc,Blount International Inc.,2271,095180
Blucora Inc,Blucora Inc,116772,095229
Blue Dolphin Energy Co,Blue Dolphin Energy Co -Old,13432,095395
Blue Earth Inc,Blue Earth Inc,183921,095428
Blue Ridge Bankshares Inc,Blue Ridge Bankshares Inc,105616,095825
Blue Ridge Real Estate Co,Blue Ridge Real Estate Co,2277,09600Q
Blueknight Energy Partners LP,Blueknight Energy Partners LP,177945,09625U
Bluestar Health Inc,Bluestar Health Inc,11836,09626G
Bob Evans Farms Inc,Bob Evans Farms Inc.,2282,096761
Boeing Co,Boeing Co,2285,097023
Boingo Wireless Inc,Boingo Wireless Inc,186288,09739C
Bonanza Creek Energy Inc,Bonanza Creek Energy Inc,187698,097793
Boomerang Systems Inc,Boomerang Systems Inc,12744,09858M
Booth Creek Ski Holdings Inc,Booth Creek Ski Holdings Inc,128418,09940P
BorgWarner Inc,BorgWarner Inc,28742,099724
Lehman Brothers Holdings Inc,Lehman Brothers Holdings Inc,30128,0A6358
LendingClub Corp,LendingClub Corp,19647,0A9472
Principal Maritime Tankers,Principal Maritime Tankers Corp,20329,0C0067
New York REIT Inc,New York REIT Inc,20280,0C1917
Cb Financial Services Inc,CB Financial Services Inc,18695,0C2412
Pioneer Group LLC,Pioneer Group Inc,8595,0C2414
GWG Holdings Inc,GWG Holdings Inc,20441,0C2861
Triumph Bancorp Inc,Triumph Bancorp Inc,21815,0C6756
Alpha Natural Resources Inc,Alpha Natural Resources Inc,162448,0C9871
Theravance Biopharma Inc,Theravance Biopharma Inc,20233,0C9923
Viavi Solutions Inc,Viavi Solutions Inc,29241,0E0203
News Corp,News Corp,18043,0E3442
Ominto Inc,Ominto Inc,183727,0E3592
Tower Properties Inc,Tower Properties Co,10629,0F5954
Envision Healthcare Corp,Envision Healthcare Corp,65967,0F7672
CynergisTek Inc,Cynergistek Inc,116829,0H1790
CONSOL Energy Inc,CONSOL Energy Inc,32372,0H2616
Pinnacle Entertainment Inc,Pinnacle Entertainment Inc.,5671,0H7633
Orthofix Medical Inc,Orthofix Medical Inc,28380,0J4746
Covetrus Inc,Covetrus Inc,34765,0J5371
ASGN Inc,ASGN Inc,25749,0J7463
Varex Imaging Corp,Varex Imaging Corp,29004,0K2060
Boston Omaha Corp,Boston Omaha Corp,27977,101044
Boston Scientific Corp,Boston Scientific Corp,25279,101137
Bottomline Technologies Inc,Bottomline Technologies Inc,118223,101388
RRI Energy Inc,RRI Energy Inc,140977,10256T
Boxlight Corp,Boxlight Corp,24421,103197
Boxwood Merger Corp,Boxwood Merger Corp,34417,10319T
Boyd Gaming Corp,Boyd Gaming Corp,29011,103304
Boykin Lodging Co,Boykin Lodging Co,63896,103430
Brady Corp,Brady Corp,2352,104674
Braemar Hotels & Resorts Inc,Braemar Hotels & Resorts Inc,19084,10482B
BreitBurn Energy Partners LP,Breitburn Energy Partners LP,174656,106776
Brek Energy Corp,Brek Energy Corp,116394,106786
Bridge Bancorp Inc,Bridge Bancorp Inc,17438,108035
BridgeBio Pharma Inc,BridgeBio Pharma Inc,35264,10806X
Briggs & Stratton Corp,Briggs & Stratton Corp.,2393,109043
BrightCube Inc,Brightcube Inc,17838,109214
Bright Mountain Media Inc,Bright Mountain Media Inc,19394,10928T
Brightpoint Inc,Brightpoint Inc,30006,109473
Brillian Corp,Brillian Corp,155753,10949P
Brinker International Inc,Brinker International Inc.,3007,109641
Bristol-Myers Squibb Co,Bristol-Myers Squibb Co,2403,110122
Bristow Group Inc,Bristow Group Inc,8092,110394
Brixmor Property Group Inc,Brixmor Property Group Inc,18383,11120U
Broadstone Net Lease Inc,Broadstone Net Lease Inc,36967,11135E
Broadcom Inc,Broadcom Inc,180711,11135F
Brookdale Senior Living Inc,Brookdale Senior Living Inc,164652,112463
Brookline Bancorp Inc,Brookline Bancorp Inc,105670,11373M
Attis Industries Inc,Attis Industries Inc,22136,114003
Brooks Automation Inc,Brooks Automation Inc,31477,114340
Brown-Forman Corp,Brown-Forman Corp,2435,115637
Brunswick Corp,Brunswick Corp,2444,117043
Bryn Mawr Bank Corp,Bryn Mawr Bank Corp,16698,117665
Buckeye Partners LP,Buckeye Partners LP,13526,118230
Buffalo Wild Wings Inc,Buffalo Wild Wings Inc,157218,119848
Builders FirstSource Inc,Builders FirstSource Inc,163036,12008R
Bunge Ltd,Bunge Ltd,144435,12056P
Burlington Northern Santa Fe,Burlington Northern Santa Fe LLC,2490,12189T
CV Holdings LLC,CV Holdings Inc,163863,12242E
Business Objects SA,Business Objects SA,30688,12328X
Butler International Inc,Butler International Inc,13193,123649
Buy.com Inc,Buy.com Inc,129518,124269
Byline Bancorp Inc,Byline Bancorp Inc,31585,124411
C&F Financial Corp,C&F Financial Corp,65958,12466Q
Cas Medical Systems Inc,CAS Medical Systems Inc,11805,124769
CCFNB Bancorp Inc,CCFNB Bancorp Inc,17659,124880
CCC Globalcom Corp,CCC Globalcom Corp,25440,12501C
CBRE Group Inc,CBRE Group Inc,260774,12504L
CECO Environmental Corp,CECO Environmental Corp.,1050,125141
CF Industries Holdings Inc,CF Industries Holdings Inc,163946,125269
CH Energy Group Inc,CH Energy Group Inc.,2856,12541M
CHS Inc,CHS Inc,134464,12542R
CIBL Inc,CIBL Inc,181775,12543Y
Cigna Corp,Cigna Corp,2547,125509
CIG Wireless Corp,CIG Wireless Corp,186654,12551W
CIIG Merger Corp,CIIG Merger Corp,35907,12559C
CKE Restaurants Inc,CKE Restaurants Inc.,6346,12561E
Cleco Corp,Cleco Corp,2859,12561W
CME Group Inc,CME Group Inc,149070,12572Q
CMG Holdings Group Inc,CMG Holdings Group Inc,178074,125749
CSS Industries Inc,CSS Industries Inc.,2556,125906
CNB Financial Corp,CNB Financial Corp/PA,17534,126128
